repository	id	iid	project_id	title	description	state	created_at	updated_at	merged_by_user_name	merged_at	closed_by_user_name	closed_at	target_branch	source_branch	author_user_name	source_project_id	target_project_id	sha	merge_commit_sha	squash_commit_sha	changes_count	additions	changes	deletions	file_count 
tezos/tezos	58452781	1820	3836952	Try reconnecting when daemons lose connection to the node	"When the node shuts down, daemons' processes will automatically stop as well. This MR reworks the wait and retry mechanism to also retry connecting to the node in the aforementioned situation.

The daemons will wait ~~up to one hour without any response from the node before exiting~~ **forever** trying to restore the connection with a node.

Also removes the asynchronous non-reentrant context closing on garbage-collection that caused a freshly initialized index to be closed and instead exposes `Context.close` (still non-reentrant).

Edit: This mechanism is now enabled by adding the `--keep-alive` option on the command line when starting daemons.

Closes #798"	merged	2020-05-12T17:09:25.402Z	2020-07-15T16:17:31.920Z	adrianbrink	2020-06-08T14:09:25.496Z			master	vbot@daemons_retry	vbotbol	9487506	3836952	7799b4ae13e42d3fd9b4612f162ad8148bd65900			15	296	451	155	15
tezos/tezos	58782500	1825	3836952	Unify simplelogs and legacy logs messages	"This MR does two things :

- remove make_sanitize from the InternalLog.Section module
- use simplelogs.pp to printout messages for the legacy logs.

Using the Simplelogs printer allow us to add more meta-data to the
printout that can be exploit in a json sink.

Context (have a look at the long conversations in these MR and issues ) :

- general discussion about monitoring
  * https://gitlab.com/nomadic-labs/tezos/-/issues/91

- about the changing the print functions for the legacy logging
  * https://gitlab.com/tezos/tezos/-/merge_requests/1743

- about sanitation
  * https://gitlab.com/tezos/tezos/-/merge_requests/1764

- about using a uniform logging system for monitoring logs in general
  * https://gitlab.com/nomadic-labs/tezos/-/issues/142
  * https://gitlab.com/nomadic-labs/tezos/-/issues/91

There are also modules that still use the the legacy logging system
and define their own custom printer. These will be changed in a different MR.

Since converting modules from legacy to simple log is long and time consuming,
this is an interim solution.
"	closed	2020-05-15T14:14:19.661Z	2020-05-28T16:12:03.228Z			abate	2020-05-28T10:59:29.263Z	master	abate@pp_short_log	abate	9487506	3836952	451ecd5d55a87fb35012e7370e6adcbadfcf3587			14	105	203	98	14
tezos/tezos	58451406	1819	3836952	Backports in 006 client	This applies in `src/proto_006_PsCARTHA` the commits made in `src/proto_alpha/lib_client*`.	merged	2020-05-12T16:56:18.776Z	2020-05-18T13:23:38.545Z	romain.nl	2020-05-18T13:23:38.571Z			master	backports_in_006_client	pirbo	9487506	3836952	0a101a5d40a27e6509befac93216a03dfabc4e32			7	243	466	223	7
tezos/tezos	58410258	1817	3836952	Update version and documentation for version 7.1	"DO NOT MERGE before version 7.1 is actually released.

This MR updates the changelog (both in `CHANGES.md` and the release documentation page) and sets the version on `master` to `7.1+dev` (instead of `7.0+dev`).

It also fixed backquotes in the changelog in `version-7.rst`. It was copied from `CHANGES.md` but single backquotes result in italic; what we really wanted was monospace, i.e. double backquotes."	merged	2020-05-12T12:21:33.886Z	2020-05-19T13:16:51.262Z	pirbo	2020-05-19T13:16:51.305Z			master	romain-v7-master	romain.nl	9487506	3836952	fcb50c3404be7d5bda3d32f2c0aacfdf92455e94			3	119	174	55	3
tezos/tezos	62055810	1921	3836952	P2p/io_scheduler: make state of moving average explicit	"Issue: nomadic-labs/tezos#204

The moving average module (in `lib_stdlib_unix`) currently uses a global hash table to store all counters for `p2p_io_scheduler`. There's also a worker that takes care of updating the associated stats.

This MR makes the internal state of this worker manifest. `P2p_io_scheduler` is adapted to these changes: it is now the case that each `P2p_io_scheduler.t` has its own `Moving_average` worker (it was not the case before).

Other changes:
- the refresh rate of the `Moving_average` worker was hardcoded to 1 second, it is now a parameter;
- previously, the worker was lazily started at the creation of the first counter, it is now started when initializing the worker state;
- (unrelated) some unused fields in some records of `P2p_io_scheduler` were removed."	merged	2020-06-19T15:23:50.927Z	2020-08-13T08:52:34.857Z	tzemanovic	2020-08-13T08:52:34.909Z			master	igarnier@moving-average-explicit-state	igarnier	9487506	3836952	cde4a51259809238e98889ce4ad353b525a5de52			5	84	136	52	5
tezos/tezos	58839123	1826	3836952	p2p test framework : detached process improvement	"Fixes: https://gitlab.com/nomadic-labs/tezos/-/issues/132

Currently lib_p2p/test contains a test framework that allows to fork a given number of process that execute a given function in a separated system thread.

This is used to run connections and communications between simplified p2p pools, with fine grain control over the network topology and the order of the messages.

The issue addressed here is that the detached process can only return error code, not the return value of the function executed this lead to a poor UX for people writting test with this framework.

This MR adds a channel from the process in which the result of the executed function is pushed at the end of the run, before stopping the thread. Further more it permit to optionaly specify data encoding for values exchanged with the process. 
It is optional to quicken the writing of test when exchanged values can be exchange easily through marshalling, but it should be used whenever an extensible type is exchanged.


~~This branche is based on @romain.nl work to allow the registering of recursive error kind: !1770~~

~~An addendum to this MR, !1892, provides a better handling of parallel errors.~~"	merged	2020-05-16T11:25:24.916Z	2020-07-27T09:52:00.846Z	pirbo	2020-07-27T09:52:00.855Z			master	julien@p2p_test_process_improvement	julien.t	9487506	3836952	7dfdaf4cedbef123f3454e737d2765414ca037ba			9	556	662	106	9
tezos/tezos	58013290	1811	3836952	Makefile: ignore opam error when checking if Merlin is installed	"If a user only has opam 2.0.0 (which we accept in our version check),
the command emits an error: `opam: unknown option --silent, did you mean -s ?`.
But actually compilation happens anyway.

Instead of requiring users to use opam 2.0.0, I redirect this error
to `/dev/null`. The only consequence is that users with opam 2.0.0
that use merlin will not run `dune build check` automatically, and thus
will get less precise ""jump to definition"" behavior."	merged	2020-05-07T13:15:48.399Z	2020-05-07T14:54:48.854Z	pirbo	2020-05-07T14:54:48.886Z			master	romain-makefile-merlin	romain.nl	9487506	3836952	2efc285c4cde4d428c3b491164cd06959dcaefa1			1	1	2	1	1
tezos/tezos	58451256	1818	3836952	Tests/python: --sandbox is no longer needed	"The `--sandbox` option is no longer needed when running a sandbox node. The genesis public key that we used in the sandbox tests is now hard-coded in the node.

This MR simplifies the python launchers by getting rid of the `--sandbox` option."	merged	2020-05-12T16:54:21.533Z	2020-05-20T08:59:25.221Z	raphael-proust	2020-05-20T08:59:25.251Z			master	philb@test_remove_sandbox_option	bidinger	9487506	3836952	8d281fc0dacac0866595c5577ed1fbad1cbdd671			9	17	86	69	9
tezos/tezos	58015424	1812	3836952	Node: add -d as a short-hand of --data-dir	"`--data-dir` is probably one of the most used command-line options if you
have more than one data-directory or if you're not using the default one,
especially with the multinetwork node.
So I believe it is worth it to have a short-hand for it: `-d`."	merged	2020-05-07T13:32:44.044Z	2020-05-07T16:46:40.108Z	vbotbol	2020-05-07T16:46:40.140Z			master	romain-datadir	romain.nl	9487506	3836952	1f030c40d22fdde4faae3316fc468a10e0af268c			1	3	4	1	1
tezos/tezos	58330742	1816	3836952	WIP: Tests/python: fix multi-branch tests	"The multi-branch tests are broken. This happened because they don't run on the CI and the test API tends to follow the interface of the Tezos tools as they appear on master (which may be incompatible with older revisions).

This MR fixes them and updates the doc. In particular,
* `test_voting_full.py` has been removed. It can now been run on `master` and has been moved to !1373 
* `test_baker_endorser_mb.py` uses more recent revisions, compatible with the current API

TODO:
- make them run on the CI so that they don't deprecate again
- consolidate the API by implementing more tests (e.g. storage upgrade, signer)
- `build_branch.py` should copy the protocol parameters in `$TEZOS_BINARIES` for each protocol along with the executables

Test this MR (see updated doc):

```
TEZOS_HOME=~/tezos
TEZOS_BINARIES=~/tmp/tezos_binaries
TEZOS_BUILD=~/tmp/tezos_build
mkdir -p $TEZOS_BINARIES
mkdir -p $TEZOS_BUILD
scripts/build_branches.py --clone $TEZOS_HOME --build-dir $TEZOS_BUILD \
            --bin-dir $TEZOS_BINARIES \
            c0d5a0e73f56c80491ca3bb73968768a83bb2346 \
            42968139bbc20e6047bbcec8f99964f201250ed1
pytest -sv tests/multibranch/test_baker_endorser_mb.py
```"	closed	2020-05-11T22:09:25.622Z	2020-07-17T09:54:48.016Z			bidinger	2020-07-17T09:54:47.916Z	master	philb@fix_multibranch	bidinger	9487506	3836952	08f70fd8279341889a6426583ec1ec65220c976b			4	52	339	287	4
tezos/tezos	58001528	1809	3836952	WIP: Restore failing non-deterministic P2P tests	The failing tests were apparently an issue related to ports being used at the same time during CI. This MR bumps the range of ports used and resolve this issue for the moment but this should be addressed further by establishing dependencies to port usages throughout the whole test suite (perhaps in the .gitlab-ci.yml ?).	opened	2020-05-07T11:39:20.430Z	2020-06-08T11:27:37.898Z					master	vbot@fix_test_p2p	vbotbol	9487506	3836952	6f6cb498f436f48137a756aac4bc6dc900069c13			2	2	5	3	2
tezos/tezos	58010952	1810	3836952	Makefile: only list protocols with a TEZOS_PROTOCOL file	"If a protocol is deleted or moved, its `src/proto_XXX` directory
will probably remain when switching branch because of leftover files
which are ignored by Git. This is particularly annoying for users
which just want to `git pull && make`, as they face an error
`No rule to make target 'src/proto_plop/lib_protocol/TEZOS_PROTOCOL`.

This patch modifies the Makefile to only try to build protocols for which
there is actually a `TEZOS_PROTOCOL` file, instead of all `proto_*` folders."	merged	2020-05-07T12:54:39.973Z	2020-05-07T14:18:29.768Z	pirbo	2020-05-07T14:18:29.802Z			master	romain-makefile	romain.nl	9487506	3836952	253a3e3b583ac9d34cce8d700467a07611d90854			1	4	5	1	1
tezos/tezos	57997082	1808	3836952	docs-html: fix fonts in shpinx css	"This MR fix https://gitlab.com/tezos/tezos/-/issues/793

And change the aspect of few elements.

![Screenshot_2020-05-07_12-52-56](/uploads/6765de8747eb6b6a58ad613d9c325542/Screenshot_2020-05-07_12-52-56.png)"	merged	2020-05-07T10:53:33.424Z	2020-05-11T22:43:26.780Z	pirbo	2020-05-11T22:43:26.957Z			master	abate@sphinx-css	abate	9487506	3836952	182ae7aa090cd9544baaba868b7d859c87f7e458			2	343	343	0	2
tezos/tezos	58019655	1813	3836952	Tests: update pytest-regtest to a version generating shorter pathnames for log files	"Depends on 
 - https://gitlab.com/nomadic-labs/pytest-regtest/-/merge_requests/2
 - https://gitlab.com/tezos/opam-repository/-/merge_requests/81

This MR updates our version of pytest-regtest to a version that generates shorter regression log filenames (max 140 chars as opposed to 255 earlier). Hopefully, this fixes issues where users were unable to check out the repo due to too long file names.

I also introduce the following changes:
 - automatically add regression marker: I've modified conftest.py so that the `regression` marker is added automatically to all tests that use the regtest fixture. This eliminates fear and doubt that someone forgot to add that marker.
 - remove stale regression files: I found a bunch of regression files that did not seem to correspond to any tests, that I removed"	merged	2020-05-07T14:12:32.110Z	2020-05-07T22:12:06.558Z	pirbo	2020-05-07T22:07:12.045Z			master	arvid@pytest_regtest_shorter_paths	arvidnl	9487506	3836952	62860d3216d22a3055aeb5ebbe2734ae6516ccb3			229	14	19927	19913	229
tezos/tezos	58027274	1814	3836952	Port to the Alcotest 1.0+ API	"This ports uses of the `0.x` Alcotest API to use the newer `1.x` API.

The breaking change is that `Alcotest_lwt` test cases can no longer be nested inside `Alcotest.run` and must use `Alcotest_lwt.run` instead (which returns a promise).

The corresponding PR in `opam-repository` is https://gitlab.com/tezos/opam-repository/-/merge_requests/82."	merged	2020-05-07T15:24:47.232Z	2020-05-13T09:56:41.540Z	pirbo	2020-05-13T09:56:41.576Z			master	upgrade-alcotest-1.1.0	CraigFe	18643592	3836952	f568a415690e962e5cf7a1569bfae020669a0946			37	138	234	96	37
tezos/tezos	58032677	1815	3836952	CI: harmonize linting targets between CI and Makefile	"Previously, OCaml code was also verified in check_python_linting.
Also, check_linting was not executing dune build @runtest-lint
    
Harmonising the Makefile and the CI targets help local development

## How to test
```
gitlab-runner exec docker check_python_linting
gitlab-runner exec docker check_linting
```
You can introduce a syntax error in OCaml to verify it does only check python syntax and vice-versa for python."	merged	2020-05-07T16:25:44.127Z	2020-05-23T07:46:57.360Z	pirbo	2020-05-23T07:46:57.387Z			master	dannywillems@ci-check-python-lint	dannywillems	9487506	3836952	c7126f88f9964c482c14bd95b26c6b3e6af77dea			2	11	19	8	2
tezos/tezos	57813670	1803	3836952	Tests/P2P: skip a non-deterministic test	"This test fails most of the time in the CI but seems hard to reproduce locally so debugging it seems time consuming.

Of course if anyone knows how to fix the test instead of skipping it I will close this MR."	merged	2020-05-05T20:31:44.784Z	2020-05-06T10:18:39.159Z	romain.nl	2020-05-06T10:18:39.186Z			master	rafoo@skip_unit_p2p_test	rafoo_	9487506	3836952	678571873fe4846dda8a920b26aecc484564d94e			1	2	3	1	1
tezos/tezos	57768880	1802	3836952	Update documentation for next release (7.0)	"DO NOT MERGE (yet)

This will be merged once the 7.0 has been released. Once 7.0 is merged, it is no longer a release candidate, so 7.0 becomes the version that users should actually build and use. We update the documentation to reflect that. Because we are switching from a `mainnet`-branch-based release to a multinetwork-based release with version numbers, many details need to be upgraded in ""how to get"" and ""how to use"" sections especially. The changelog (`CHANGES.md` and the release doc page) is also updated with new changes from 7.0~rc1 to 7.0."	merged	2020-05-05T13:09:24.720Z	2020-05-06T13:21:45.706Z	pirbo	2020-05-06T13:21:45.737Z			master	romain-v7-doc	romain.nl	9487506	3836952	8565e392d637b00bb9a041ebb3149298fa4dfe56			13	89	143	54	13
tezos/tezos	57690354	1801	3836952	Doc: TEZOS_CONTEXT -> TEZOS_PROTOCOL		merged	2020-05-04T19:21:47.625Z	2020-05-07T09:52:02.896Z	klakplok	2020-05-07T09:52:03.505Z			master	patch-1	dannywillems	7148137	3836952	b716ffa5629ec5062b45dfb037f759d3db5d0fa8			1	1	2	1	1
tezos/tezos	58565618	1822	3836952	Prepare python tests framework for store rehaul	"This MR aims to add some features to the python test framework to get it ready for the introduction of the new storage backend.

Here are the features:
- Run a node with a given path to a data directory,
- Get a block header by its level,
- Add RPCs to be able to request checkpoint, savepoint ant caboose.

As the new storage backend is not yet available, there is currently not test using those features."	merged	2020-05-13T15:43:44.118Z	2020-05-15T12:38:08.691Z	arvidnl	2020-05-15T12:38:08.722Z			master	vicall@python_for_store_rehaul	vect0r	9487506	3836952	00edabcfafa6cd9c68d34e0ed29a1f8ff5d1afd3			4	37	49	12	4
tezos/tezos	57980575	1807	3836952	Update documentation for 7.0 release	"Users are having troubles with the new release:
- some are confused by the new versioning scheme and ask whether 7.0 is stable even though it's not in the `mainnet` branch;
- some are having issues with remote signing (remote signers need to be updated too);
- some are having trouble to compile opam packages (we need the `--silent` flag which was added in opam 2.0.1);
- some are having an error because of leftover files.

This merge request updates the release notes to help users regarding those issues."	merged	2020-05-07T09:03:42.184Z	2020-05-07T10:35:06.554Z	adrianbrink	2020-05-07T10:35:06.579Z			master	romain-v7-doc	romain.nl	9487506	3836952	975e744c8b2acfc92bb89f348cad4253fcbcca2c			1	42	42	0	1
tezos/tezos	57641107	1800	3836952	Mockup client: Add user documentation	"Meta-issue: https://gitlab.com/nomadic-labs/tezos/-/issues/111

Issue: https://gitlab.com/nomadic-labs/tezos/-/issues/148

This MR adds user documentation for the mockup mode (whose developer documentation is [here]( https://gitlab.com/nomadic-labs/tezos/-/issues/111) and [here](https://gitlab.com/tezos/tezos/-/merge_requests/1499)).

This documentation contains things that are not yet in this branch (for example `config show mockup` and `--bootstrap-accounts`) but @igarnier and the Tweag guys (namely @richard.bonichon and @smelc) decided nevertheless to request merging this one before; because we need the documentation to be merged to be able to update it more easily when we add new features.

In other words, merging this MR will allow us to pack documentation within later MRs. This seems harmless as this documentation won't become public before release 8.0 and at this point the features not in this branch will have made it to `master` too."	merged	2020-05-04T13:04:30.616Z	2020-05-27T12:00:39.919Z	klakplok	2020-05-11T13:32:48.448Z			master	smelc-issue-111-doc	smelc	18024911	3836952	1ad8d3082184e00f12ea965740f2d1091c7748d4			2	155	155	0	2
tezos/tezos	57891326	1805	3836952	lwt_log_sin_unix: Add milliseconds in event messages	"The format for the date for all the events now also include
milliseconds.

# Context

We would like to have a trace of the messages received and sent by the node, in particular the `distrubted_db` messages. From the current event format, this is complicated to draw such diagram when several nodes are involved because the granularity of the current timestamp format is the second. By adding milliseconds, it would be easier to reconstruct such trace by post-processing the events for example.

#How to test this MR

Just run `tezos-node run` and check that the new logging message now prints
`May  6 15:05:41.390 - ...`

# Open questions

- Should we print `milliseconds` for all the events?"	merged	2020-05-06T13:14:09.746Z	2020-05-12T20:47:02.514Z	klakplok	2020-05-12T20:47:02.553Z			master	francois@log-milliseconds	Saroupille	9487506	3836952	6f2b6a9aa62f8d369b72f80a02e6e3228edad6da		6f2b6a9aa62f8d369b72f80a02e6e3228edad6da	1	1	2	1	1
tezos/tezos	57216033	1793	3836952	Opam refresh		merged	2020-04-28T20:54:16.004Z	2020-04-28T21:44:01.441Z	pirbo	2020-04-28T21:44:01.561Z			master	opam-refresh	pirbo	9487506	3836952	d478a3338e0f785a457ef60775efc56c52ca6add			8	11	20	9	8
tezos/tezos	57421485	1798	3836952	CI: remove constraint to run on 'gitlab-org' runners	"Motivation:
The tag ""nomadic-labs"" was a mistake, it has to be removed in order to allow others to run a CI without having to provide their own private runner that they would tag ""nomadic-labs""!

We imposed all jobs but the build of docker images to run on ""gitlab-org"" tagged runners in order to reserve our private ""safe_docker"" runner for the build of docker images but 1/ there is an option in gitlab settings to say ""only run jobs on this runner that require a tag from this runner"" so we could achieve that this way and 2/ it is actually OK to give a try to allowing other jobs to run on that machine"	merged	2020-04-30T17:07:13.368Z	2020-05-04T09:59:46.549Z	pirbo	2020-05-04T09:59:46.577Z			master	gitlab-runner-relaxed	pirbo	9487506	3836952	6a496bb9f1c2f2d963426fe525a0cdb9c1ef77ea			1	0	13	13	1
tezos/tezos	57297588	1796	3836952	Opam: fix tezos-version dependencies	!1489 modified some dependencies in `dune` files but not in the corresponding `.opam` files. This fixes that.	merged	2020-04-29T14:12:26.083Z	2020-04-29T15:03:05.900Z	pirbo	2020-04-29T14:55:50.771Z			master	romain-version-opam	romain.nl	9487506	3836952	a441ea650d1f9c01311f11131f982ae41321e9c8			2	2	2	0	2
tezos/tezos	57415018	1797	3836952	Remove deprecated rpc from client	"This simple MR aims to remove the use of a deprecated RPC in the client. 

`Shell_services.P2p.version` was removed in favour of `Version_services.version`."	merged	2020-04-30T15:45:29.075Z	2020-05-05T09:32:02.624Z	pirbo	2020-05-05T09:32:02.652Z			master	rm_deprecated_rpcs	vect0r	9487506	3836952	764ce8e0725c1849fff82373e2ebcc88d1dc733c			2	5	8	3	2
tezos/tezos	57640899	1799	3836952	Documentation: sandbox mode issue 763	This solves #763.	merged	2020-05-04T13:02:20.360Z	2020-06-10T06:34:18.701Z	adrianbrink	2020-06-09T07:38:30.109Z			master	eugenz_doc_sandbox_mode_issue_763	eugenz	9487506	3836952	ab96433e6d79e90cdad396805025890cea96e165			2	6	7	1	2
tezos/tezos	57274456	1794	3836952	Tests/python: silence mypy errors	"`mypy 0.770` detect new errors. 

In particular, it doesn't infer correctly the type of `subprocess.Popen.__init__`. 
```
 subprocess.Popen.__init__(self, cmd, stdout=stdout, stderr=stderr)
```

By lack of a better solution, I silenced the warning."	merged	2020-04-29T11:28:31.493Z	2020-04-29T15:25:49.491Z	pirbo	2020-04-29T15:25:49.527Z			master	philb@fix_mypyp	bidinger	9487506	3836952	5c06fd48dcb5d51b9ed1f419ad8ca614e813b59f			6	14	24	10	6
tezos/tezos	57296106	1795	3836952	Node: built-in activator key for --network sandbox	"This MR proposes to have the `sandbox` built-in network override the genesis public key with the one which is used by the sandbox shell scripts and Python tests. The private key is already stored in the repository in `src/bin_client/tezos-init-sandboxed-client.sh` and `tests_python/tools/constants.py`.

This MR would make it easier than ever to start a sandbox node without having to use either the sandbox shell scripts or `--sandbox` (both of which imply many other features that you may not need or want). Indeed, all you have to do to activate, say, Carthage in a new sandbox is:
```
./tezos-node config init --data-dir ~/tezos-sandbox --network sandbox --no-bootstrap-peer --private --bootstrap-threshold 0 --expected-pow 0 --rpc-addr localhost:8732
./tezos-node identity generate --data-dir ~/tezos-sandbox
./tezos-node run --data-dir ~/tezos-sandbox
./tezos-client activate protocol PsCARTHAGazKbHtnKfLzQg3kms52kSRpgnDY982a9oYsSXRLQEb with fitness 1 and key unencrypted:edsk31vznjHSSpGExDMHYASz45VZqXN4DPxvsa4hAyY8dHM28cZzp6 and parameters src/proto_006_PsCARTHA/parameters/sandbox-parameters.json
```

After this, one could possibly have `--sandbox` be a short-hand for something like `--network sandbox --no-bootstrap-peer --private --bootstrap-threshold 0 --expected-pow 0` or a subset of those. And one could simplify the sandbox shell scripts, as well as the tests, since they would at least no longer need to store the private activation key."	merged	2020-04-29T13:59:50.858Z	2020-05-11T13:43:59.374Z	klakplok	2020-05-11T13:43:59.558Z			master	romain-sandbox-key	romain.nl	9487506	3836952	ea08cafd9eb884aafe98c82969ee3fc770c6615b			1	11	11	0	1
tezos/tezos	57917525	1806	3836952	Doc: MR testing/coding guidelines	"A small addition in the doc of the MR guidelines.

Just to emphasize that tests are expected and should adhere to simple convention.

Also try to clarify the use of TODO in the code (currently they are detected by merbocop which introduce confusion on whether or not they are allowed)."	merged	2020-05-06T16:13:02.047Z	2020-06-08T11:26:25.742Z	romain.nl	2020-05-11T14:31:29.835Z			master	philb@testing_guidelines	bidinger	9487506	3836952	1c4709db152f9e2ae9be04f9c243ae7786fe097e			2	17	17	0	2
tezos/tezos	56932727	1786	3836952	minor refactoring. use Lwt_utils_unix.create_file in procol_compiler		closed	2020-04-25T21:30:26.479Z	2020-05-20T14:19:52.490Z			raphael-proust	2020-05-20T14:19:52.504Z	master	abate@minor-refacoring	abate	9487506	3836952	3a9fd930bcb935a8bff58288f6864e0610c91cd2			2	12	27	15	2
tezos/tezos	57017341	1788	3836952	Wait for node response before asking protocol upgrades	The baker should wait being bootstrapped to ask for protocol upgrades as the retry mechanism (e.g. if the node is not yet operational) is in the `await_bootstrapped_node` function. Without this patch, the node that has not yet started its RPC server will result in the baker crashing.  	merged	2020-04-27T10:40:01.488Z	2020-04-28T14:13:37.329Z	pirbo	2020-04-28T14:13:37.376Z			master	vbot@baking_wait	vbotbol	9487506	3836952	a1791b9142bdbca8365406157f5401bfbc350fc1			2	4	8	4	2
tezos/tezos	57040327	1789	3836952	Protos: avoid double-naming big_map_diff encoding	"Fix 782

For existing protocols, we change the `lib_client` code, but for alpha
we change the `lib_protocol` code because that makes more sense here."	merged	2020-04-27T14:16:15.450Z	2020-05-06T09:55:59.159Z	pirbo	2020-05-06T09:55:59.183Z			master	raphael-and-francois@fix-782	raphael-proust	9487506	3836952	41533fcddc3292fc53d4faf55c51428d79133d2b			3	3	12	9	3
tezos/tezos	57203666	1792	3836952	Doc: Fix typos and grammar in snapshot docs		closed	2020-04-28T18:17:29.322Z	2020-04-28T22:57:45.616Z			jevonearth	2020-04-28T22:57:45.627Z	master	snapshots_doc_fix	jevonearth	4642912	3836952	aa71d99264cf5dc86d7d87cc7608c6b0b4e15d91			1	27	52	25	1
tezos/tezos	59210883	1835	3836952	Tests/CI: Add test for protocol-compiler rejections	"This MR is a follow-up for
<https://gitlab.com/tezos/tezos/merge_requests/1500>

It adds a new quick test that the compiler expectedly rejects the misuses that
the above MR prevents.

- Using an
  `external` (deep inside a `let module M = struct ... end` in an expression).
- A protocol that tries to escape *The Functor*.


Recommended reviewers: @mbouaziz & @klakplok


![screenshot-20200520-101533](/uploads/8fea9837676f95c10a7910330f41a4e5/screenshot-20200520-101533.png)"	merged	2020-05-20T14:19:14.173Z	2020-06-22T14:43:27.470Z	adrianbrink	2020-06-22T14:43:27.504Z			master	smondet-test-improvements-in-protocol-compiler	smondet	9385204	3836952	1b91c9339204f812e48ef7bae38cf7ee342d69b2			4	131	132	1	4
tezos/tezos	56819165	1784	3836952	Update resto dependency	"Depends on https://gitlab.com/tezos/opam-repository/-/merge_requests/76
"	closed	2020-04-24T08:56:57.143Z	2020-04-28T22:07:38.467Z			pirbo	2020-04-28T22:07:38.476Z	master	raphael@update-resto--opam	raphael-proust	9487506	3836952	d53eed9d0b9b82272407fae0d75c6b66ebc92c13			6	11	22	11	6
tezos/tezos	56782211	1781	3836952	Mockup: open parameters in dune to help script/activate_protocol.sh	"In general it should be avoided using protocol modules named *alpha* in the code and just open them from dune files.
This helps with the workflow of ./scripts/snapshot_alpha.sh and ./scripts/activate_protocol.sh because they don't need to edit code but only opam and dune files."	merged	2020-04-23T20:51:58.270Z	2020-04-24T09:24:55.024Z	pirbo	2020-04-24T09:24:55.106Z			master	marco-master-mockup	paracetamolo	9487506	3836952	85c0a9c629adfd2a29dfe041af97ba172def2a98			2	1	3	2	2
tezos/tezos	60406675	1858	3836952	"Doc: Add ""Install via opam"" to ""How to get"""	"Would close #807

I hope but think information is here but I suspect tone to be a bit too informal and advice for troubleshooting, while I consider them useful, to pollute the point.
"	merged	2020-06-02T17:44:19.212Z	2020-06-09T15:17:57.803Z	rafoo_	2020-06-09T15:17:58.884Z			master	doc_opam_install_tezos	pirbo	9487506	3836952	e1d00bccfa9c9917068b2c3e1b815e1fb8f27c05			1	151	212	61	1
tezos/tezos	56596422	1778	3836952	Docs: fix links	Fixes a few errors returned when running `linkcheck` to build the documentation.	merged	2020-04-22T16:41:24.899Z	2020-04-22T21:12:14.731Z	pirbo	2020-04-22T21:12:14.759Z			master	bb@doc-fix-links	onurb	9487506	3836952	0ae67a421c3a2472b0b0661406efbf2616ed3ab5			4	5	8	3	4
tezos/tezos	56728814	1780	3836952	Marc@old mr	Old stuff from the nomadic remote	closed	2020-04-23T14:43:55.180Z	2020-04-23T14:44:06.654Z			MarcBeunardeau	2020-04-23T14:44:06.673Z	master	marc@old-mr	MarcBeunardeau	11412215	3836952	83392e778a24c7e28537c2bfbcb608430ea339b8			522+	32165	42916	10751	620
tezos/tezos	56606957	1779	3836952	Sandbox client init: parameter to change the host	Useful when the node is not running on the same machine.	merged	2020-04-22T17:42:44.156Z	2020-04-30T11:40:57.601Z	klakplok	2020-04-30T11:40:57.628Z			master	dannywillems@init-sandbox-script-add-host-param	dannywillems	9487506	3836952	c08a78295660e83827393c013c5ed64821bdd41c			1	8	17	9	1
tezos/tezos	61485496	1898	3836952	P2p/logging: remove legacy logging from p2p_protocol	"
As the ongoing effort to remove the legacy logging, this MR clean up the p2p_protocol module."	merged	2020-06-15T09:49:52.787Z	2020-06-30T12:11:57.778Z	arvidnl	2020-06-30T12:11:57.812Z			master	abate@p2p_logs_part2	abate	9487506	3836952	2e52649e67bb4180e2cbbdfd4ece3d07ea7937f1			7	437	753	316	7
tezos/tezos	59829316	1849	3836952	"Add ""multiple transfers"" command to client"	"This MR adds a new command to the client that allows multiple transfers to be passed through the client at once, and treated atomically.

The command in question is
`tezos-client multiple transfers from <src> using <transfers.json>`
where `<src>` is the source contract, and `<transfers.json>` is a list of transfers that needs to be treated, in JSON format, either inlined or in a file. The JSON syntax is described in the client doc.

Reviewers: @vbotbol @vect0r @romain.nl 

Fixes #279"	merged	2020-05-27T15:48:30.113Z	2020-09-09T16:45:04.636Z	pirbo	2020-09-09T16:45:04.970Z			master	lrand@client-batch	lrand	9487506	3836952	9849a268cbb2c257ea3a40588afce4d632bde9e0			13	800	952	152	13
tezos/tezos	56594568	1777	3836952	Shell: remove dead-code from upcoming mempool	Some code from the upcoming mempool was merged into `master`. This code is now actually outdated in the new mempool. This code does not belong anywhere. This MR removes it.	merged	2020-04-22T16:23:45.178Z	2020-04-28T17:44:11.408Z	pirbo	2020-04-28T17:44:11.533Z			master	raphael@clean-up-before-mempool	raphael-proust	9487506	3836952	39546b26d0dfe4c9493ef740890e12730658f17a			4	0	1297	1297	4
tezos/tezos	56417640	1774	3836952	ci: add nomadic-labs tag		merged	2020-04-21T14:40:34.147Z	2020-04-22T20:53:03.636Z	pirbo	2020-04-22T20:53:03.664Z			master	abate-gitlab-tag	abate	9487506	3836952	c956b3d7deb0bb682dab37f8d3689ef8a92b307b			1	1	1	0	1
